locator_id	volume	chapter	internal_cbz_image_filename	sequential_page_index	printed_page_if_verified	short_japanese_anchor	panel_spread_description	evidence_type	linked_claim_ids	linked_specialist_document	verification_status	locator_priority	source_evidence_id	claim_linkage_basis	confidence	verification_note
AOT-LOC-30-038	V30	Ch121	page0139-page0142	139-142			Zeke orders Ymir to sterilize Subjects; Eren breaks restraints and reaches Ymir		AOT-FSCR-C029	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V30_E038	DIRECT_FSCR	HIGH	
AOT-LOC-30-041	V30	Ch122	page0149-page0151	149-151		Fritz says `お前は自由だ` while releasing Ymir to armed hunt	dialogue + hunt		AOT-FSCR-C029	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V30_E041	DIRECT_FSCR	HIGH	
AOT-LOC-30-045	V30	Ch122	page0164-page0167	164-167		Ymir takes spear; Fritz orders `起きて働け` and defines her birth as assigned function	violence + dialogue		AOT-FSCR-C029	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V30_E045	DIRECT_FSCR	HIGH	
AOT-LOC-31-001	V31	Ch123	page0006-page0010	6-10			Scouts enter Marleyan urban/ordinary space; technology, dress, commerce, people		AOT-FSCR-C003;AOT-FSCR-C032;AOT-FSCR-M012	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md;AOT_20_REFERENCE_MATRICES_COUNTERREADINGS_CONTRADICTIONS_AND_OPEN_QUESTIONS.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E001	DIRECT_FSCR		
AOT-LOC-31-002	V31	Ch123	page0011-page0015	11-15			market/food/ice-cream novelty and ordinary civilian contact		AOT-FSCR-C003;AOT-FSCR-C032	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E002	DIRECT_FSCR	low-stakes outside-world control	
AOT-LOC-31-003	V31	Ch123	page0016-page0020	16-20			displaced refugee contact and movement toward camp		AOT-FSCR-C003;AOT-FSCR-C026	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E003	DIRECT_FSCR		
AOT-LOC-31-005	V31	Ch123	page0025-page0030	25-30			ordinary conviviality against later target totalization		AOT-FSCR-C003;AOT-FSCR-C026;AOT-FSCR-C032;AOT-FSCR-H003	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E005	DIRECT_FSCR		
AOT-LOC-31-009	V31	Ch123	page0044-page0046	44-46			Eren identifies himself, says hardening is undone and purpose is protecting Paradis		AOT-FSCR-C006	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E009	DIRECT_FSCR		
AOT-LOC-31-010	V31	Ch123	page0047-page0050	47-50			Eren rejects the world's extermination wish and states Wall Titans will trample outside land until life is driven out		AOT-FSCR-C003;AOT-FSCR-C006;AOT-FSCR-C026;AOT-FSCR-H006	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md;AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E010	DIRECT_FSCR		
AOT-LOC-31-011	V31	Ch124	page0052-page0056	52-56			wall collapse kills/damages island civilians; Paradis reactions split over acceptable sacrifice		AOT-FSCR-C011;AOT-FSCR-C022	AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E011	DIRECT_FSCR		
AOT-LOC-31-012	V31	Ch124	page0057-page0060	57-60			Reiner exhausted; Jean articulates enemy-removal/beneficiary logic		AOT-FSCR-C015	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E012	DIRECT_FSCR		
AOT-LOC-31-013	V31	Ch124	page0061-page0062	61-62			Armin calls event unprecedented massacre; Jean states they are primary beneficiaries		AOT-FSCR-C011;AOT-FSCR-C012	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E013	DIRECT_FSCR		
AOT-LOC-31-017	V31	Ch124	page0070-page0074	70-74			Kaya threatened; Gabi kills Titan to save her		AOT-FSCR-H003;AOT-FSCR-M010	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md;AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E017	DIRECT_FSCR		
AOT-LOC-31-018	V31	Ch124	page0075-page0078	75-78			Kaya visually recognizes Sasha-like rescue in Gabi; Blouse/Nicolo reciprocal protection		AOT-FSCR-H003;AOT-FSCR-M010	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md;AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E018	DIRECT_FSCR		
AOT-LOC-31-021	V31	Ch124	page0089-page0092	89-92			Floch/Yeagerists seize authority, disarm opponents, claim prior Eren plan knowledge		AOT-FSCR-C022;AOT-FSCR-C023;AOT-FSCR-H007	AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E021	DIRECT_FSCR		
AOT-LOC-31-023	V31	Ch125	page0098-page0103	98-103			Annie/Hitch reunion and post-crystal physical weakness		AOT-FSCR-C013;AOT-FSCR-C025	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E023	DIRECT_FSCR		
AOT-LOC-31-024	V31	Ch125	page0104-page0110	104-110			Annie recounts abandonment, adoption, Warrior training, father's instrumental motive		AOT-FSCR-C013	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E024	DIRECT_FSCR		
AOT-LOC-31-025	V31	Ch125	page0111-page0115	111-115			Annie says lives once lacked value; father apologized/asked her to return; she recognizes others have important persons yet would repeat violence to return		AOT-FSCR-C013	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E025	DIRECT_FSCR		
AOT-LOC-31-028	V31	Ch125	page0125-page0127	125-127			Louise reports Eren wanted scarf discarded; Mikasa reclaims it		AOT-FSCR-C019	AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E028	DIRECT_FSCR		
AOT-LOC-31-031	V31	Ch125	page0138-page0142	138-142			Hange approaches Pieck/Magath with badly injured but living Levi		AOT-FSCR-C010;AOT-FSCR-M006	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E031	DIRECT_FSCR		
AOT-LOC-31-038	V31	Ch126	page0174	174			Annie eats ravenously; Connie laughs/recognizes her		AOT-FSCR-C013;AOT-FSCR-C032;AOT-FSCR-M012	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md;AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md;AOT_20_REFERENCE_MATRICES_COUNTERREADINGS_CONTRADICTIONS_AND_OPEN_QUESTIONS.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E038	DIRECT_FSCR	low-stakes/comic Annie control	
AOT-LOC-31-039	V31	Ch126	page0175	175			Hitch leaves Annie a dry thank-you/goodbye roommate note		AOT-FSCR-C013	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E039	DIRECT_FSCR		
AOT-LOC-31-041	V31	Ch126	page0177	177			Yeagerist victory/“freedom” rhetoric frames new order as continuation of Eren's will		AOT-FSCR-C022;AOT-FSCR-C023;AOT-FSCR-H007;AOT-FSCR-H010	AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V31_E041	DIRECT_FSCR		
AOT-LOC-32-001	V32	Ch127	page0006-page0007	6-7			Jean imagines central-city prosperity, alcohol, wife/children/grandchildren, then tells himself not to think		AOT-FSCR-C026;AOT-FSCR-C032	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E001	DIRECT_FSCR		
AOT-LOC-32-003	V32	Ch127	page0011-page0014	11-14			Hange says massacre is impermissible, admits idealist failure/temptation to flee, invokes Survey dead; Jean says he is still Survey Corps		AOT-FSCR-M006	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E003	DIRECT_FSCR		
AOT-LOC-32-005	V32	Ch127	page0021-page0024	21-24			Annie tests Mikasa's kill-Eren threshold, states father motive, de-escalates into conditional truce		AOT-FSCR-C013;AOT-FSCR-C019	AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E005	DIRECT_FSCR		
AOT-LOC-32-006	V32	Ch127	page0024-page0027	24-27			Connie's stew interrupts lethal-threshold dispute; former enemies eat together		AOT-FSCR-C032;AOT-FSCR-M012	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md;AOT_20_REFERENCE_MATRICES_COUNTERREADINGS_CONTRADICTIONS_AND_OPEN_QUESTIONS.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E006	DIRECT_FSCR		
AOT-LOC-32-008	V32	Ch127	page0030-page0032	30-32			Yelena enumerates coalition members' killings and refuses moral cleansing		AOT-FSCR-C011;AOT-FSCR-C012	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E008	DIRECT_FSCR		
AOT-LOC-32-009	V32	Ch127	page0033-page0036	33-36		Reiner confesses Marco operation; Marco's last line `俺達はまだ話し合ってない`; Jean repeats it	dialogue-before-killing principle		AOT-FSCR-C015;AOT-FSCR-C018;AOT-FSCR-M004	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E009	DIRECT_FSCR		
AOT-LOC-32-010	V32	Ch127	page0037-page0038	37-38			Hange says speaking is still possible after mutual killing; Reiner recounts dissociative Marco aftermath		AOT-FSCR-C015	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E010	DIRECT_FSCR		
AOT-LOC-32-012	V32	Ch127	page0042-page0044	42-44			Gabi admits prior hope for Paradis extermination and asks former victims to help save her family/stop Rumbling		AOT-FSCR-M010	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E012	DIRECT_FSCR		
AOT-LOC-32-013	V32	Ch127	page0046-page0047	46-47			Jean rejoins coalition, tells Reiner he cannot forgive him; Reiner accepts		AOT-FSCR-C006;AOT-FSCR-C009;AOT-FSCR-C012;AOT-FSCR-C015;AOT-FSCR-C018;AOT-FSCR-C025;AOT-FSCR-H002;AOT-FSCR-M004	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md;AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E013	DIRECT_FSCR		
AOT-LOC-32-014	V32	Ch127	page0049-page0050	49-50			Jaegerists occupy harbor/Azumabito/flying boat; Floch prepares against interference		AOT-FSCR-C022;AOT-FSCR-C023;AOT-FSCR-C031	AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md;AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E014	DIRECT_FSCR		
AOT-LOC-32-020	V32	Ch128	page0066-page0067	66-67		Magath offers to bear dirty work; Armin answers `断ります` and rejects being right without dirtying hands	responsibility without purity		AOT-FSCR-C006;AOT-FSCR-C011;AOT-FSCR-C012;AOT-FSCR-C020	AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E020	DIRECT_FSCR		
AOT-LOC-32-023	V32	Ch128	page0082-page0086	82-86			Reiner/Annie transform and absorb Jaegerist attack; Daz moves to restore explosive threat		AOT-FSCR-C031	AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E023	DIRECT_FSCR		
AOT-LOC-32-025	V32	Ch128	page0091-page0096	91-96			Samuel calls Connie traitor and asks if they are comrades; Connie kills Samuel and Daz, screaming		AOT-FSCR-C011;AOT-FSCR-C012	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E025	DIRECT_FSCR		
AOT-LOC-32-028	V32	Ch129	page0113-page0116	113-116			Reiner/Annie overwhelmed; Falco asks to use Jaw; Pieck warns first transformation usually fails		AOT-FSCR-C005;AOT-FSCR-C008;AOT-FSCR-C031	AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md;AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E028	DIRECT_FSCR		
AOT-LOC-32-034	V32	Ch129	page0135-page0137	135-137			ship departs; Magath stays; Shadis appears after sabotaging reinforcements		AOT-FSCR-C031	AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E034	DIRECT_FSCR		
AOT-LOC-32-038	V32	Ch130	page0144-page0147	144-147			Annie learns Liberio likely cannot be saved, withdraws, asks Mikasa kill threshold again, says she does not want further mutual killing		AOT-FSCR-C013;AOT-FSCR-M008	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E038	DIRECT_FSCR		
AOT-LOC-32-039	V32	Ch130	page0148-page0150	148-150			Eren memory field begins; internal formulation links predetermined possibility to what he wanted		AOT-FSCR-C019	AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E039	DIRECT_FSCR		
AOT-LOC-32-041	V32	Ch130	page0152-page0153	152-153			Historia says she can accept reliable island-survival method; recalls Eren previously protected her; Eren says her consent is not enough for him		AOT-FSCR-C014;AOT-FSCR-H005;AOT-FSCR-H006	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E041	DIRECT_FSCR		
AOT-LOC-32-042	V32	Ch130	page0154-page0155	154-155		Eren tells Floch `世界を滅ぼす`; Historia says outsiders are not all enemies and compares them to Carla; Eren knowingly retains exterminatory solution	person-level innocence vs population jurisdiction		AOT-FSCR-C014;AOT-FSCR-H005;AOT-FSCR-H006	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V32_E042	DIRECT_FSCR		
AOT-LOC-33-001	V33	Ch131	page0006	6			Ramzi/Halil civilian survival frame establishes named external lives before the Rumbling.		AOT-FSCR-C017;AOT-FSCR-H002	AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E001	DIRECT_FSCR		
AOT-LOC-33-002	V33	Ch131	page0010	10			Eren encounters Ramzi being beaten and initially attempts to walk away.		AOT-FSCR-C017	AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E002	DIRECT_FSCR		
AOT-LOC-33-003	V33	Ch131	page0014	14			Eren's knowledge of the future makes immediate rescue morally contradictory rather than easy self-image.		AOT-FSCR-C017	AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E003	DIRECT_FSCR		
AOT-LOC-33-005	V33	Ch131	page0022	22			Eren reasons through Paradis/outside population scale and cannot accept Paradis's destruction.		AOT-FSCR-C001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E005	DIRECT_FSCR		
AOT-LOC-33-007	V33	Ch131	page0027	27		ガッカリした` confession: populated outside world violated Eren's childhood horizon.	p0027-0030 — ガッカリした` confession: populated outside world violated Eren's childhood horizon.		AOT-FSCR-C001;AOT-FSCR-C017;AOT-FSCR-H002;AOT-FSCR-H004;AOT-FSCR-M001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E007	DIRECT_FSCR		
AOT-LOC-33-009	V33	Ch131	page0035	35			Civilian destruction is juxtaposed with Eren's remembered/child freedom horizon.		AOT-FSCR-C001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E009	DIRECT_FSCR		
AOT-LOC-33-010	V33	Ch131	page0039	39		Child Eren above clouds says `自由だ` and calls to Armin while destruction remains below.			AOT-FSCR-C001;AOT-FSCR-C002	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E010	DIRECT_FSCR		
AOT-LOC-33-011	V33	Ch131	page0044	44			Annie describes crystal loneliness and the importance of recurring voices.		AOT-FSCR-C013;AOT-FSCR-M008	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E011	DIRECT_FSCR		
AOT-LOC-33-012	V33	Ch131	page0047	47			Armin says he wanted to see Annie, rejects “good person,” owns killings, and keeps unknown-world belief open.		AOT-FSCR-C013;AOT-FSCR-C020	AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E012	DIRECT_FSCR		
AOT-LOC-33-014	V33	Ch132	page0056	56		Annie says saving humanity is not an intuitive motive for her and `私はもう戦えない`.			AOT-FSCR-C013;AOT-FSCR-M008	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E014	DIRECT_FSCR		
AOT-LOC-33-016	V33	Ch132	page0060	60			Levi participates in target/destination reasoning despite severe bodily limits.		AOT-FSCR-C010;AOT-FSCR-M005	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E016	DIRECT_FSCR		
AOT-LOC-33-021	V33	Ch132	page0082	82			Hange claims command responsibility and appoints Armin fifteenth Survey Corps commander.		AOT-FSCR-C007;AOT-FSCR-C008;AOT-FSCR-C012;AOT-FSCR-C020;AOT-FSCR-C021;AOT-FSCR-C025;AOT-FSCR-C031;AOT-FSCR-H009;AOT-FSCR-M006	AOT_01_SERIES_ARCHITECTURE_VOLUME_PROGRESSION_AND_MASTER_THESIS.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E021	DIRECT_FSCR		
AOT-LOC-33-022	V33	Ch132	page0082	82		理解することをあきらめない姿勢` is named as the defining commander qualification.			AOT-FSCR-C007	AOT_01_SERIES_ARCHITECTURE_VOLUME_PROGRESSION_AND_MASTER_THESIS.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E022	DIRECT_FSCR		
AOT-LOC-33-023	V33	Ch132	page0083	83		Levi/Hange farewell; Levi uses `心臓を捧げよ` in atypically intimate ritual context.	p0083-0085 — Levi/Hange farewell; Levi uses `心臓を捧げよ` in atypically intimate ritual context.		AOT-FSCR-C021;AOT-FSCR-H010;AOT-FSCR-M006	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E023	DIRECT_FSCR		
AOT-LOC-33-024	V33	Ch132	page0086	86		Hange attacks Wall Titans alone, buys launch time, and preserves Titan fascination in `素晴らしい`.			AOT-FSCR-C008;AOT-FSCR-C031	AOT_11_WAR_STRATEGY_LOGISTICS_TECHNOLOGY_AND_DETERRENCE.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E024	DIRECT_FSCR		
AOT-LOC-33-025	V33	Ch132	page0093	93			Flying boat escapes; Levi says goodbye; Hange is depicted in a liminal reunion with fallen Survey Corps.		AOT-FSCR-C021;AOT-FSCR-M006	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E025	DIRECT_FSCR		
AOT-LOC-33-027	V33	Ch133	page0103	103			Levi prioritizes finding/killing Zeke as a possible Rumbling interruption under acknowledged uncertainty.		AOT-FSCR-C010	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E027	DIRECT_FSCR		
AOT-LOC-33-028	V33	Ch133	page0103	103			Connie recounts Samuel/Daz moral injury; Jean recognizes structural similarity to Warriors.		AOT-FSCR-C011;AOT-FSCR-C012;AOT-FSCR-C015;AOT-FSCR-M004	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E028	DIRECT_FSCR		
AOT-LOC-33-029	V33	Ch133	page0105	105		Reiner says sin is beyond atonement; Jean says `俺達は同じだ…ライナー`.			AOT-FSCR-C020;AOT-FSCR-H009	AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E029	DIRECT_FSCR		
AOT-LOC-33-030	V33	Ch133	page0107	107			Armin infers Eren intentionally leaves coalition powers intact; Reiner hypothesizes Eren may want someone to stop him.		AOT-FSCR-C009	AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P0	AOT_V33_E030	DIRECT_FSCR		
