speaker	target	matrix_status	audit_disposition	matrix_row_count	matrix_row_ids	matrix_pair_form	reverse_row_count	reverse_row_ids	profile_heading_declared	diagnostic_mentions_broad	diagnostic_mentions_direct_target_field	sample_diagnostic_ids	symmetry_state	notes
Rito Oriya	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-RIT-THE-01	EXACT_DYADIC	0		true	19	5	86-CMR-RIT-004;86-CMR-RIT-007;86-CMR-RIT-013;86-CMR-RIT-015;86-CMR-RIT-020;86-CMR-RIT-042;86-CMR-RIT-047;86-CMR-RIT-049;86-CMR-RIT-051;86-CMR-RIT-054;86-CMR-RIT-057;86-CMR-RIT-074	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Rito Oriya	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-KUR-YNG-01	false	26	3	86-CMR-RIT-015;86-CMR-RIT-020;86-CMR-RIT-042;86-CMR-RIT-043;86-CMR-RIT-057;86-CMR-RIT-060;86-CMR-RIT-062;86-CMR-RIT-069;86-CMR-RIT-070;86-CMR-RIT-071;86-CMR-RIT-072;86-CMR-RIT-075	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Rito Oriya	Anju Emma	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-RIT-ANJ-01	EXACT_DYADIC	1	86-CMR-RM-ANJ-RIT-01	false	21	0	86-CMR-RIT-002;86-CMR-RIT-007;86-CMR-RIT-015;86-CMR-RIT-020;86-CMR-RIT-051;86-CMR-RIT-053;86-CMR-RIT-057;86-CMR-RIT-061;86-CMR-RIT-075;86-CMR-RIT-076;86-CMR-RIT-087;86-CMR-RIT-102	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Rito Oriya	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	16	0	86-CMR-RIT-005;86-CMR-RIT-022;86-CMR-RIT-032;86-CMR-RIT-034;86-CMR-RIT-043;86-CMR-RIT-057;86-CMR-RIT-084;86-CMR-RIT-098;86-CMR-RIT-104;86-CMR-RIT-110;86-CMR-RIT-113;86-CMR-RIT-116	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Rito Oriya	Grethe Wenzel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	8	0	86-CMR-RIT-005;86-CMR-RIT-057;86-CMR-RIT-103;86-CMR-RIT-116;86-CMR-RIT-117;86-CMR-RIT-122;86-CMR-RIT-127;86-CMR-RIT-162	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	8	0	86-CMR-RIT-003;86-CMR-RIT-004;86-CMR-RIT-005;86-CMR-RIT-040;86-CMR-RIT-057;86-CMR-RIT-116;86-CMR-RIT-141;86-CMR-RIT-149	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Viktor Idinarohk / Vika	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	11	0	86-CMR-RIT-023;86-CMR-RIT-029;86-CMR-RIT-043;86-CMR-RIT-057;86-CMR-RIT-058;86-CMR-RIT-101;86-CMR-RIT-107;86-CMR-RIT-110;86-CMR-RIT-118;86-CMR-RIT-122;86-CMR-RIT-159	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Lerche	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-RIT-LER-01	EXACT_DYADIC	2	86-CMR-RM-LER-RIT-01;86-CMR-RM-LER-RIT-02	false	9	1	86-CMR-RIT-043;86-CMR-RIT-083;86-CMR-RIT-101;86-CMR-RIT-107;86-CMR-RIT-122;86-CMR-RIT-125;86-CMR-RIT-126;86-CMR-RIT-139;86-CMR-RIT-140	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Rito Oriya	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-MAR-RIT-01	false	11	0	86-CMR-RIT-041;86-CMR-RIT-042;86-CMR-RIT-052;86-CMR-RIT-057;86-CMR-RIT-061;86-CMR-RIT-098;86-CMR-RIT-104;86-CMR-RIT-105;86-CMR-RIT-120;86-CMR-RIT-122;86-CMR-RIT-159	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Rito Oriya	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-FID-RIT-01	false	3	0	86-CMR-RIT-029;86-CMR-RIT-052;86-CMR-RIT-101	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Erwin Marcel / Marcel	Frederica Rosenfort	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	25	0	86-CMR-MAR-017;86-CMR-MAR-027;86-CMR-MAR-028;86-CMR-MAR-029;86-CMR-MAR-036;86-CMR-MAR-042;86-CMR-MAR-043;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-080;86-CMR-MAR-099	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-MAR-SHI-01;86-CMR-RM-MAR-SHI-02;86-CMR-RM-MAR-SHI-03	EXACT_DYADIC	1	86-CMR-RM-SHI-MAR-01	true	123	96	86-CMR-MAR-001;86-CMR-MAR-002;86-CMR-MAR-003;86-CMR-MAR-004;86-CMR-MAR-005;86-CMR-MAR-006;86-CMR-MAR-007;86-CMR-MAR-008;86-CMR-MAR-009;86-CMR-MAR-010;86-CMR-MAR-011;86-CMR-MAR-012	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-MAR-LEN-01	EXACT_DYADIC	0		true	80	37	86-CMR-MAR-016;86-CMR-MAR-017;86-CMR-MAR-018;86-CMR-MAR-019;86-CMR-MAR-020;86-CMR-MAR-031;86-CMR-MAR-032;86-CMR-MAR-033;86-CMR-MAR-034;86-CMR-MAR-035;86-CMR-MAR-036;86-CMR-MAR-037	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	20	0	86-CMR-MAR-016;86-CMR-MAR-045;86-CMR-MAR-047;86-CMR-MAR-061;86-CMR-MAR-064;86-CMR-MAR-065;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-079;86-CMR-MAR-119;86-CMR-MAR-120	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-MAR-THE-01	EXACT_DYADIC	1	86-CMR-RM-THE-MAR-01	true	34	22	86-CMR-MAR-045;86-CMR-MAR-049;86-CMR-MAR-061;86-CMR-MAR-064;86-CMR-MAR-065;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-082;86-CMR-MAR-125;86-CMR-MAR-171;86-CMR-MAR-172	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	15	0	86-CMR-MAR-043;86-CMR-MAR-045;86-CMR-MAR-047;86-CMR-MAR-061;86-CMR-MAR-066;86-CMR-MAR-067;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-077;86-CMR-MAR-082;86-CMR-MAR-119;86-CMR-MAR-144	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	17	0	86-CMR-MAR-043;86-CMR-MAR-045;86-CMR-MAR-061;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-098;86-CMR-MAR-119;86-CMR-MAR-124;86-CMR-MAR-146;86-CMR-MAR-147;86-CMR-MAR-154	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	6	0	86-CMR-MAR-066;86-CMR-MAR-070;86-CMR-MAR-099;86-CMR-MAR-155;86-CMR-MAR-157;86-CMR-MAR-193	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Erwin Marcel / Marcel	Grethe Wenzel	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-MAR-GRE-01	EXACT_DYADIC	0		true	12	0	86-CMR-MAR-062;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-103;86-CMR-MAR-104;86-CMR-MAR-109;86-CMR-MAR-110;86-CMR-MAR-126;86-CMR-MAR-139;86-CMR-MAR-158;86-CMR-MAR-192;86-CMR-MAR-198	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	11	0	86-CMR-MAR-064;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-124;86-CMR-MAR-125;86-CMR-MAR-126;86-CMR-MAR-178;86-CMR-MAR-179;86-CMR-MAR-180;86-CMR-MAR-198	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Viktor Idinarohk / Vika	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-MAR-VIK-01	EXACT_DYADIC	0		true	27	0	86-CMR-MAR-030;86-CMR-MAR-038;86-CMR-MAR-043;86-CMR-MAR-045;86-CMR-MAR-065;86-CMR-MAR-066;86-CMR-MAR-068;86-CMR-MAR-069;86-CMR-MAR-070;86-CMR-MAR-080;86-CMR-MAR-081;86-CMR-MAR-082	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Lerche	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	9	0	86-CMR-MAR-036;86-CMR-MAR-065;86-CMR-MAR-067;86-CMR-MAR-077;86-CMR-MAR-158;86-CMR-MAR-164;86-CMR-MAR-165;86-CMR-MAR-166;86-CMR-MAR-167	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Erwin Marcel / Marcel	Rito Oriya	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-MAR-RIT-01	EXACT_DYADIC	0		true	31	25	86-CMR-MAR-047;86-CMR-MAR-070;86-CMR-MAR-071;86-CMR-MAR-072;86-CMR-MAR-073;86-CMR-MAR-074;86-CMR-MAR-075;86-CMR-MAR-076;86-CMR-MAR-077;86-CMR-MAR-078;86-CMR-MAR-079;86-CMR-MAR-080	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Erwin Marcel / Marcel	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-FID-MAR-01	false	27	13	86-CMR-MAR-017;86-CMR-MAR-045;86-CMR-MAR-068;86-CMR-MAR-070;86-CMR-MAR-071;86-CMR-MAR-072;86-CMR-MAR-073;86-CMR-MAR-074;86-CMR-MAR-075;86-CMR-MAR-076;86-CMR-MAR-077;86-CMR-MAR-078	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Fido	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-FRE-01	EXACT_DYADIC	1	86-CMR-RM-FRE-FID-01	true	32	22	86-CMR-FID-032;86-CMR-FID-033;86-CMR-FID-040;86-CMR-FID-041;86-CMR-FID-042;86-CMR-FID-044;86-CMR-FID-045;86-CMR-FID-046;86-CMR-FID-047;86-CMR-FID-048;86-CMR-FID-049;86-CMR-FID-050	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Fido	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	5	86-CMR-RM-FID-CSH-01;86-CMR-RM-FID-SHI-01;86-CMR-RM-FID-SHI-02;86-CMR-RM-FID-SHI-03;86-CMR-RM-FID-SHI-04	EXACT_DYADIC;QUALIFIED_PERSON_TARGET	1	86-CMR-RM-SHI-FID-01	true	247	214	86-CMR-FID-001;86-CMR-FID-002;86-CMR-FID-003;86-CMR-FID-004;86-CMR-FID-007;86-CMR-FID-008;86-CMR-FID-009;86-CMR-FID-010;86-CMR-FID-011;86-CMR-FID-014;86-CMR-FID-015;86-CMR-FID-016	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Fido	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-LEN-01	EXACT_DYADIC	0		true	31	9	86-CMR-FID-006;86-CMR-FID-024;86-CMR-FID-064;86-CMR-FID-065;86-CMR-FID-066;86-CMR-FID-085;86-CMR-FID-087;86-CMR-FID-093;86-CMR-FID-094;86-CMR-FID-095;86-CMR-FID-096;86-CMR-FID-105	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Fido	Raiden Shuga	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-RAI-01	EXACT_DYADIC	1	86-CMR-RM-RAI-FID-01	true	41	0	86-CMR-FID-002;86-CMR-FID-003;86-CMR-FID-007;86-CMR-FID-008;86-CMR-FID-012;86-CMR-FID-013;86-CMR-FID-014;86-CMR-FID-015;86-CMR-FID-018;86-CMR-FID-019;86-CMR-FID-027;86-CMR-FID-032	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Fido	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-THE-01	EXACT_DYADIC	0		true	18	5	86-CMR-FID-005;86-CMR-FID-007;86-CMR-FID-023;86-CMR-FID-036;86-CMR-FID-037;86-CMR-FID-057;86-CMR-FID-076;86-CMR-FID-081;86-CMR-FID-101;86-CMR-FID-102;86-CMR-FID-103;86-CMR-FID-104	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Fido	Kurena Kukumila	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-KUR-01	EXACT_DYADIC	0		true	11	0	86-CMR-FID-007;86-CMR-FID-008;86-CMR-FID-021;86-CMR-FID-057;86-CMR-FID-211;86-CMR-FID-212;86-CMR-FID-213;86-CMR-FID-214;86-CMR-FID-255;86-CMR-FID-256;86-CMR-FID-257	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Fido	Anju Emma	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-FID-ANJ-01	EXACT_DYADIC	0		true	21	4	86-CMR-FID-007;86-CMR-FID-023;86-CMR-FID-045;86-CMR-FID-046;86-CMR-FID-057;86-CMR-FID-068;86-CMR-FID-070;86-CMR-FID-071;86-CMR-FID-072;86-CMR-FID-073;86-CMR-FID-105;86-CMR-FID-112	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Fido	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-SHD-FID-01	false	8	0	86-CMR-FID-066;86-CMR-FID-108;86-CMR-FID-252;86-CMR-FID-266;86-CMR-FID-275;86-CMR-FID-276;86-CMR-FID-279;86-CMR-FID-280	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Fido	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Fido	Grethe Wenzel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	14	0	86-CMR-FID-039;86-CMR-FID-129;86-CMR-FID-130;86-CMR-FID-131;86-CMR-FID-132;86-CMR-FID-133;86-CMR-FID-134;86-CMR-FID-136;86-CMR-FID-137;86-CMR-FID-139;86-CMR-FID-140;86-CMR-FID-141	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Fido	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	10	2	86-CMR-FID-086;86-CMR-FID-087;86-CMR-FID-091;86-CMR-FID-097;86-CMR-FID-099;86-CMR-FID-100;86-CMR-FID-108;86-CMR-FID-147;86-CMR-FID-267;86-CMR-FID-272	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Fido	Viktor Idinarohk / Vika	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	10	1	86-CMR-FID-088;86-CMR-FID-091;86-CMR-FID-098;86-CMR-FID-099;86-CMR-FID-264;86-CMR-FID-265;86-CMR-FID-268;86-CMR-FID-276;86-CMR-FID-278;86-CMR-FID-280	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Fido	Lerche	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	0	86-CMR-FID-263;86-CMR-FID-264;86-CMR-FID-265	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Fido	Rito Oriya	PRESENT	ADDED_CMR7	1	86-CMR-RM-FID-RIT-01	EXACT_DYADIC	0		true	3	1	86-CMR-FID-088;86-CMR-FID-106;86-CMR-FID-263	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Fido	Erwin Marcel / Marcel	PRESENT	ADDED_CMR7	1	86-CMR-RM-FID-MAR-01	EXACT_DYADIC	0		true	6	1	86-CMR-FID-064;86-CMR-FID-106;86-CMR-FID-251;86-CMR-FID-259;86-CMR-FID-271;86-CMR-FID-272	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
