locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties
UA:s0167,167,167,OPS/images/08_880719_880264_1_167_001.jpg,ffa8422a2490136e007fcb829ecb128c5205d7d7a42a91d89ad1742ba6d9e8d4,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Course-to-career chart: hero graduates may become sidekicks, establish agencies or work freelance; general students may enter police or further study; university hero courses mentioned; support/business paths include manufacturers/research, design and hero coordination. Copy emphasizes varied desired futures.",SUP-UA-167-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0168,168,168,OPS/images/08_880719_880264_1_168_001.jpg,6546d0d38dd273a51f5b93da5a90f30f112866d2f7ff14e980433cd624fdd1d6,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Facilities guide presents security barriers/levels, alarm and staff response, moving classroom walls/storage and enlarged doors, and varied inexpensive Lunch Rush meals. A broken-barrier manga excerpt appears beside the superlative security slogan.",SUP-UA-168-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0169,169,169,OPS/images/08_880719_880264_1_169_001.jpg,1bbe76560bd4f26d4a09faaac8ee553c25076f9dea9994ad624f44093823bf21,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Meeting room usable by students on application and soundproof; nap room usable with homeroom permission, private/soundproof; infirmary covers injuries, Recovery Girl’s limited care, event attendance, IVs and simple surgery with subsequent rest. All Might/Midoriya manga fragments illustrate confidential care.",SUP-UA-169-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0170,170,170,OPS/images/08_880719_880264_1_170_001.jpg,fcbc7317baba9df85e04218287242a1e4edcd96cac6ebb3c99feb153d21962a8,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Sports-festival stadium capacity stated as 120,000 with Quirk repairs, public access route and staff/player rooms. USJ credited to Thirteen as disaster-rescue practice with flood and collapsed-building zones, adjustable waves and varied mechanisms.",SUP-UA-170-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0171,171,171,OPS/images/08_880719_880264_1_171_001.jpg,19e1ff9e14fe6118d0f76626f4336bdaf6ae94d37190b0700db9937f74a4baeb,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Practice grounds and industrial-maze Gym Gamma distinguish building-intensive scenarios from movement training. Ten entrance-exam urban grounds are said to have been rebuilt. Robot catalogue names attack/defense/speed ratings plus camera and ambulance robots, with mobility/armor and rescue roles.",SUP-UA-171-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0172,172,172,OPS/images/08_880719_880264_1_172_001.jpg,13d2a5f70e6cbdbc5ec3a7893b4172633abbad07778336d172ba2f7370fcf160,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"First-term calendar places Quirk assessment/training in April and Sports Festival/work experience around May; internship described as one week under active heroes, nominations linked to festival visibility. Reprinted panels illustrate practical training and patrol.",SUP-UA-172-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0173,173,173,OPS/images/08_880719_880264_1_173_001.jpg,2a9f0943c54dfd94d4ef36c4821e14762c05771556b2b8d46a34aa7d20874e07,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Calendar continues written midterms, June uniform change, written/practical finals and July summer forest camp; failed tests risk remedial work. Camp blurb promotes rigorous Quirk development and fun activities while showing training manga panels.",SUP-UA-173-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0174,174,174,OPS/images/08_880719_880264_1_174_001.jpg,b96bbde12942f5719f1d394bac0f1d0c89d64cca919d20e3439a67b62a355f21,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Other-people column: Kota’s bereavement, hero aversion and courage/water against Muscular; エラ・イヒト’s reported lament at civilization’s stalled progress; Miyagi Daikaku’s broadcasting and removed horns; assertive NHA reporter; Tsubasa clinic doctor, grandson Tsubasa, and Midoriya/Bakugo’s former schoolmates.",SUP-UA-174-01; SUP-UA-174-02; SUP-UA-174-03,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0175,175,,OPS/images/08_880719_880264_1_175_001.jpg,f6249d62f3498ec50cd209a9d76334d3669e06c8b6819b399576a48fadab0fc7,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"EX SMASH appendix divider and contents explicitly credit Horikoshi/Umakoshi interview p176, Horikoshi’s newly drawn THE・DEPTH p185, Neda Hirofumi’s newly drawn studio visit p190, and Horikoshi gallery parts at p192/p202.",SUP-UA-175-01,Material information and its source-specific limits recorded in the linked evidence entries.,No printed folio visible on this divider; p175 is not inferred from the spine ordinal.
UA:s0176,176,176,OPS/images/08_880719_880264_1_176_001.jpg,ea860c047983c778e9fde29d64dbe1fcc26e256824b2f9755022979da7f1a519,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_NO_MATERIAL_ADDITION,"Interview opening explicitly credits original author Kohei Horikoshi and TV-anime character designer/chief animation director Yoshihiko Umakoshi; career introduction, Precure admiration, initial PV response and faithful adaptation design discussion.",,Contributor identities and production context are retained as attribution for ensuing records. Admiration/career/PV comments add no independent change to the current literary or character model claims; anime scenes are not imported as manga events.,
UA:s0177,177,177,OPS/images/08_880719_880264_1_177_001.jpg,67275894a76bee300b7a3eeab3ec059407249e637f308e0612d7ff16116062b6,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Creators discuss faithful model sheets, drawing many Shigaraki hands, difficulty drawing his full body, off-season removal of hands, and Mike Mignola’s influence on All Might’s square/flat hands and economical black shapes.",SUP-UA-177-01; SUP-UA-177-02,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0178,178,178,OPS/images/08_880719_880264_1_178_001.jpg,c69c79837c1c9dece1bfaa54bc4cc8cf9f2d8d6e013eca5698323e3aef011542,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Line economy and workload discussion continues; Horikoshi describes drawing girls with sturdier arms/legs/waist and his visual preference, while Umakoshi discusses adapting Ochako and the difference from recent heroine designs. They then compare labor/intensity of manga and animation design.",SUP-UA-178-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0179,179,179,OPS/images/08_880719_880264_1_179_001.jpg,be9ddac2dfba94161c66664fda86379f4490ec303761273506ef80c7b727dddf,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Discussion of line density and drawing All Might; Umakoshi calls the work straightforward hot-blooded shonen, while Horikoshi notes Deku does not simply win pleasurably and links the strained quality to his own disposition. Protagonist words/actions are constrained by the work’s core, side characters freer; Quirk/design ideas exist in an incompletely tracked stock.",SUP-UA-179-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0180,180,180,OPS/images/08_880719_880264_1_180_001.jpg,1e656792c69d02dddf9287f2c26e36b88d9780105a3bcd08c70d3f4452fd0838,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,Horikoshi says ideas may consist only of a Quirk/rough drawing and change before appearance; Shigaraki lost five hands from drafts. Villain density is partly intended eeriness and partly liking for grotesque imagery. Umakoshi discusses difficulty drawing Shoto’s beauty and enjoyment drawing Mineta/Tsuyu; page ends with pull quotes expanded next page.,SUP-UA-180-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0181,181,181,OPS/images/08_880719_880264_1_181_001.jpg,2d7cda6b246dbf4bf2924af4c9869a242c88e15a68331bdbbcad9a1758ffe03b,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,Shoto’s subtle expressions and cool/strong appeal require care; Horikoshi calls Mineta enjoyable and drawable without the same responsibility. Production layouts are through episode 4. Animation design discussion notes Bakugo’s gauntlet mechanics were not fully considered and Iida/glasses/costume are difficult.,SUP-UA-181-01; SUP-UA-181-02,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0182,182,182,OPS/images/08_880719_880264_1_182_001.jpg,2c356243e50b5216c576a1710909204a218c7b54748c3fbceec549306804af2a,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Iida’s costume features and running adaptation debated: some apparent vents are decoration, Horikoshi says ordinary sprint rather than long bouncing poses and tentatively refers to very fast leg rotation; he delegates an attractive animated solution. Broader discussion of how detailed direction differs by production and Umakoshi’s earlier shoujo/Berserk work.",SUP-UA-182-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0183,183,183,OPS/images/08_880719_880264_1_183_001.jpg,6c793ff61dc39550ce82608ab8a656d38cf1b5ab2ad630c46082715721dfdd2f,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Creators discuss adaptation craft, animation action hopes and division of labor; Horikoshi wants Bakugo’s aerial movement expressed more dynamically and asks Umakoshi’s encouragement. Umakoshi asks about All Might/Deku and future powers; Horikoshi calls Deku–All Might the work’s vertical axis.",SUP-UA-183-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0184,184,184,OPS/images/08_880719_880264_1_184_001.jpg,7a5cea4cfdea647e2aaba30c6558feb1b115eb287903c88fbdf14ea52f485370,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Horikoshi links muscular strongest-character influence to Dragon Ball; discusses comic/serious All Might contrast and an already conceived sad future as a thematic task. The interview ends with manga work schedule, anime-related workload, future movie hopes and willingness to contribute plot/rough script if feasible.",SUP-UA-184-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0185,185,,OPS/images/08_880719_880264_1_185_001.jpg,3ba13a845c6769a18362df93c95e13650199407da2e942784ce3f98deae4e25a,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"THE・DEPTH title/opening explicitly credits Horikoshi and newly drawn special chapter, set day after finals (V8 No.68). Kirishima/Kaminari invite Bakugo to the finger-number game; Sero joins play. Bakugo thinks angrily of Midoriya’s final exam rescue/act after video debrief with All Might, then turns to confront him.",SUP-UA-185-01; SUP-UA-185-02,Material information and its source-specific limits recorded in the linked evidence entries.,No separate printed folio visible; spine locator is canonical.
UA:s0186,186,,OPS/images/08_880719_880264_1_186_001.jpg,b1784461b291bfc18df4f973429c29f661e93dc25329aaf5691df3c7447ca7af,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Ochako occupies Midoriya’s place to intercept Bakugo’s anger; tells him Midoriya is in the toilet, says she detected his anger and feared he would shout again, asks if he can get along. Bakugo calls her roundface, tells her to leave and reads Midoriya as mocking him.",SUP-UA-186-01,Material information and its source-specific limits recorded in the linked evidence entries.,No separate printed folio visible.
UA:s0187,187,,OPS/images/08_880719_880264_1_187_001.jpg,a511934aad26f6dfef0bb21c43912704c6599303ede414f67ef76ba0990f8eb6,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Ochako contrasts Bakugo’s cool performance against her with his treatment of Midoriya, describing it as if fear makes him want to push Midoriya away through intimidation; she wishes childhood classmates would get along. Bakugo’s face changes to a strained/startled expression.",SUP-UA-187-01,Material information and its source-specific limits recorded in the linked evidence entries.,No separate printed folio visible.
UA:s0188,188,,OPS/images/08_880719_880264_1_188_001.jpg,81b0dbac65cb0fa1ca576704d82c59cb4f58d7fa3fc8964dbf2e4bd95c362495,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Bakugo erupts at Ochako and Midoriya, who returns confused; Ochako abruptly loses her calm. Midnight orders them to sit, reminding them they are not elementary pupils, and announces modern hero art history.",SUP-UA-188-01,Material information and its source-specific limits recorded in the linked evidence entries.,No separate printed folio visible.
UA:s0189,189,,OPS/images/08_880719_880264_1_189_001.jpg,b92379b6200ec849b1f106a2a1b4e102cf6495728fef38f6e88c8b6793c3096c,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"During Midnight’s art-history lesson, Ochako privately regrets blurting out her thought; Iida follows instruction. Narration says Bakugo’s anger has been dispersed/displaced onto a negative judgment of Ochako; he remains resentful, then accurately answers the costume-history question クラウン・ショック. Lecture explains heavy weapons’ frightening image and a shift toward themes/identity in costume design.",SUP-UA-189-01; SUP-UA-189-02,Material information and its source-specific limits recorded in the linked evidence entries.,No separate printed folio visible; Japanese term retained without asserting an official English romanization.
UA:s0190,190,190,OPS/images/08_880719_880264_1_190_001.jpg,843a723b8a606f3c05d3b9f63f65236384a0e08b8d15af127a35b56d797cac09,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Neda-credited studio-visit comic: metaleptic All Might/Midoriya plan to ask author for more activity time, visit a threatening deadline studio with Horikoshi’s hand avatar. Caption identifies Neda as Smash!! gag four-panel author and former MHA staff.",SUP-UA-190-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0191,191,191,OPS/images/08_880719_880264_1_191_002.jpg,eaba5510dbb2840d0283830f7ca4c74fe33bff7698673f06c3b565911a1a82b3,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Neda studio comedy continues with editor waiting and Horikoshi wanting seven more minutes; characters abandon request and propose asking spin-off author instead. Smash!! gag advert says all five volumes are on sale, documenting current digital-package promotional framing.",SUP-UA-191-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0192,192,192,OPS/images/08_880719_880264_1_192_001.jpg,1afa10b264d80fd3f4d64dfb72977e85ff11084006e9b65abd9d239d55b0bcd8,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Gallery Part.1 introduces Horikoshi's archived planning material: early storyboards with a conspicuously cheerful Bakugo, an initial story-concept page, and a handwritten early class roster. Layout and editorial headings are legible, but many tiny/faint glyphs in the reproduced concept sheet and roster cannot be resolved safely at the original image's native resolution.",SUP-UA-192-01,The readable production-history evidence is recorded; no claim is made to have deciphered every tiny handwritten concept or roster entry.,Small/faint handwritten concept-sheet prose and some roster-name glyphs remain unresolved; do not infer absent text or convert tentative early names into new canonical persons.
UA:s0193,193,193,OPS/images/08_880719_880264_1_193_001.jpg,30cc7476062aeceb5577fc396b15e514807bf501f281f4a6419c551e77f405de,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Early Midoriya studies show longer hair covering an eye, the discarded name 赤谷海雲, a social-temperament proposal, and an initial homemade costume sheet with individual purchase prices. Editorial copy says name readings varied within the material and that the name was abandoned because it was already used elsewhere. Draft budget labels describe a proposed costume, not a verified receipt for the final narrative's Inko.",SUP-UA-193-01; SUP-UA-193-02,Material information and its source-specific limits recorded in the linked evidence entries.,Fine details of the handwritten draft temperament and costume-price annotations are not all used as exact quotations; no final-continuity expense total is inferred.
UA:s0194,194,194,OPS/images/08_880719_880264_1_194_001.jpg,3a1c5b825afe2e718e5b15f426e0b322a7b98b77442b6fd4adff980682488fe4,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Early Ochako, Bakugo, Shoto, Momo, and Mineta sheets are framed as already close to their eventual visual forms. They retain draft names, codenames, costumes, dispositions, and power proposals. Shoto's sheet already connects the parents' marriage to combining powers, the mother/burn conflict, and resistance to Endeavor. Some very small handwritten clauses and draft-name glyphs remain unresolved and are not imported.",SUP-UA-194-01,The central Shoto design premise and editorial heading are readable; smaller handwritten details are not fully decipherable from this source resolution.,Some tiny handwriting in the Ochako/Bakugo/Momo/Mineta concept descriptions and exact obsolete names is unresolved.
UA:s0195,195,195,OPS/images/08_880719_880264_1_195_001.jpg,d632f93b1890db9b77bc001837bc4436e436fb67064e607ef777218a99d38a61,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Drafts cover Aoyama, Jiro, Kirishima, an invisible student, Sato, and Iida. Proposed names and mechanisms visibly differ from their final forms, including Kirishima's compression-labelled proposal and an adult-looking Iida sheet marked age 27. The editorial caption asks whether this Iida would have appeared as a professional rather than a classmate. The archive's visible discarded variants are not current birthdays, ages, powers, or roster additions.",SUP-UA-195-01,Material information and its source-specific limits recorded in the linked evidence entries.,"The precise obsolete invisible-student name is not safely resolved; the caption's professional-Iida suggestion remains a question, not an independently stated production certainty."
UA:s0196,196,196,OPS/images/08_880719_880264_1_196_001.jpg,b28bb40d87a9a0543cb089a658c2329b910a3a9501221d716eea8b206cc96295,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"All Might prototype drawings emphasize the deliberately different American-comic-like drawing style, muscular hero presentation, early cloak/costume variations, and the already recognizably thin true form. Editorial captions identify both early stylistic difference and continuity in the true-form conception. The page does not date every sketch or specify the completed ending.",SUP-UA-196-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0197,197,197,OPS/images/08_880719_880264_1_197_001.jpg,4c0af80294bdc98e7b216d728aa4f42043dfe6273854f6be157cbedbc256c263,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Mt. Lady designs include an early school-student concept and a 50-metre proposal, followed by costume variations. Wild Wild Pussycats sheets include black/white two-person concepts, proposed member names/ages, and alternate outfits or animal motifs. Captions distinguish these from the published designs and retain a question about an initial two-person team.",SUP-UA-197-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0198,198,198,OPS/images/08_880719_880264_1_198_001.jpg,74ab2896b8b65822e1a241cd8270b1588ea8d3310154528cbd82623e29ad09f4,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Faculty concepts show a much more conservatively dressed early Midnight, alternate Present Mic amplification/costume designs, a Thirteen concept labelled 6号, Recovery Girl's proposed nursing/healing history and relation to an All Might with a draft civilian name, and another excavation-themed hero proposal. Some proposals resemble eventual roles while others are visibly obsolete; the sheet is not a current faculty biography.",SUP-UA-198-01,Material information and its source-specific limits recorded in the linked evidence entries.,Some small handwritten proposed biography details and the excavation-hero draft's exact obsolete name are not used as settled facts.
UA:s0199,199,199,OPS/images/08_880719_880264_1_199_001.jpg,0d01328165f6c592a5201774f3fddf050a8231b22d4224325c7afca9986ec7be,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Professional-hero drafts cover Kamui Woods, Endeavor, Backdraft, and Death Arms. The editorial heading warns that very similar appearance can accompany a completely different setting. Endeavor's sheet proposes markedly different law/order temperament and equipment-mediated flame presentation; other sheets include tentative biological, childhood, and costume details. Tiny handwritten clauses and some old names are not all legible enough for full transcription.",SUP-UA-199-01,The significant prototype/final distinction and readable Endeavor temperament are recorded; unresolved fine handwritten details remain explicitly unconsumed.,Some tiny draft names and mechanisms/backstory clauses remain unresolved. The flame-equipment proposal is not quantified or promoted into final Hellflame mechanics.
UA:s0200,200,200,OPS/images/08_880719_880264_1_200_001.jpg,db03ea00e0d9491b52e05074027a6c690ca1ac965b30d02e2af31dd4d6853b9b,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Shigaraki prototype art retains the many-hands motif but includes visibly different costume, face, name/role and power proposals, including a vigilante-labelled concept. Stain's early design is more reptile-like and proposes a substantially different blood-related mechanism. These are archived alternatives rather than additional present abilities or finalized villain motives.",SUP-UA-200-01,Material information and its source-specific limits recorded in the linked evidence entries.,Some obsolete name/codename glyphs and small draft mechanism wording are not quoted; exact prototype mechanics are not treated as final-continuity facts.
UA:s0201,201,201,OPS/images/08_880719_880264_1_201_001.jpg,4e798d300ae97a8e71c912f48b3f7c2214252dd2cd096a25307da6250b439aa2,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Early villain sheets include aquatic/USJ concepts and a poison/chainsaw figure associated in the notes with All Might, followed by police prototypes for Sansa and Tsukauchi. The police sheets contain discarded or uncertain details, including a left-handed proposal and Tsukauchi's truth-oriented codename/description. These designs do not establish a present lie-detection Quirk, a no-Quirk status, a published fight, or additional fully instantiated roster members.",SUP-UA-201-01,Visible design classes and readable police text are preserved; exact tiny obsolete name readings and some villain mechanics remain unresolved.,Tiny obsolete furigana/name readings and some villain-design annotations cannot be safely transcribed. No final character identification is forced for an unmatched draft.
UA:s0202,202,202,OPS/images/08_880719_880264_1_202_001.jpg,9fa7c3dd788207fa9d49edbc1a71e1b9c8922853d1ad0b078ce258d84319bb5a,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Gallery Part.2 identifies the reproduced illustrations as posts from Horikoshi's personal Twitter account. It reports a first tweet on 2014-06-29 and reproduces series-start, fan-letter thanks, and chapter 6–8 images dated 2014-07-08 through 2014-09-01. Mt. Lady, All Might, Bakugo, Midoriya, and Ochako appear in promotional poses or thanks addressed to readers.",SUP-UA-202-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0203,203,203,OPS/images/08_880719_880264_1_203_001.jpg,f6325d581b7a86921a66f8ab060e63c8ef661058f949f58a4e0e519f5573e3f2,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Eleven dated promotional drawings run from 2014-09-13 through 2014-12-22: chapter-number portraits, a first-volume release image, a floating ensemble gag, casual conversation, winter play, and a Santa-costume gift image. The figures include Midoriya, Ochako, Iida, Mina, Tsuyu, Momo, Jiro, Kaminari, Bakugo, and Mineta. These images invite recognition and reader interest; their small speech bubbles do not supply an independently located episode in main continuity.",,"All illustrations, visible date captions, and major promotional/gag contexts inspected. No additional load-bearing claim beyond the source-class distinction at SUP-UA-202-01; no actual friendship event or canonical holiday is inferred. The small speech/gag wording noted under uncertainties remains outside exact-text use; page review is complete with that bounded non-use.",Some tiny speech-bubble wording is not transcribed; no conclusion depends on it. The in-world continuity/date of isolated promotional scenes is not established.
UA:s0204,204,204,OPS/images/08_880719_880264_1_204_001.jpg,800c1bb3001549e12589729dff6b940ba23ae3a9d6b5ca3f734caffab37750d1,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Twelve dated promotional illustrations span 2015-01-01 through 2015-04-13: New Year clothing/greetings, volume 2 and 3 releases, school or domestic group scenes, All Might's imposing heroic pose, student portraits, a Bakugo/Midoriya phone gag, and All Might preparing celebratory red rice while Midoriya cheers. The dated external celebration and chapter-number frames remain separate from canonical school-year events.",,"Reviewed all art and major text/date captions. The cooking and festive group images are useful examples of promotional ordinary-life imagery, but establish no new canonical meal, culinary ability, or intervention outcome. The small speech/gag wording noted under uncertainties remains outside exact-text use; page review is complete with that bounded non-use.",No complete in-world narrative setting is supplied for the isolated promotional scenes; minor small gag wording is not relied upon.
UA:s0205,205,205,OPS/images/08_880719_880264_1_205_001.jpg,72efcb03723044362d68fe670c37062eb234e5207359436d25a4cfcee786f626,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Twelve illustrations dated 2015-04-20 through 2015-08-03 mix individual school/costume portraits, volume 4 promotion, a summer festival, retweet thanks, a heat/floor gag, and a chapter-52 band image. In the band illustration Midoriya, Ochako, and classmates perform in coordinated dark clothing with guitars, drums, and a microphone; the source labels this as a dated promotional image rather than a staged school-festival episode.",SUP-UA-205-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0206,206,206,OPS/images/08_880719_880264_1_206_001.jpg,5b0e76721b989c2be292027baf46074f709e4dcd7dfb33c98f0cd69baa551f67,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,UNRESOLVED_READABILITY,"Twelve dated promotional images run from 2015-08-05 through 2015-11-16. They include volume 5 and 6 advertisements, Momo/Tsuyu eating, a comic upside-down All Might, lounging portraits of Bakugo/Ochako/Jiro, a popularity-poll announcement with Tsuyu, Momo's hunger comment, an intense damaged Stain portrait, and hero/student combinations. The playful and intimate presentation broadens promotional register without supplying newly located behavioral episodes.",,"Each image and major caption/date reviewed. Food, relaxation, and comic poses are not automatically factual biography; no current-model or thesis revision is supported beyond the gallery's already recorded authority boundary. The small speech/gag wording noted under uncertainties remains outside exact-text use; page review is complete with that bounded non-use.",Some tiny speech/gag text is not transcribed; no analytical recommendation depends on its exact wording.
UA:s0207,207,207,OPS/images/08_880719_880264_1_207_001.jpg,15f3a0b3074f8d021ef085242c8662b94cfa71f2fb76404126d011ee11d47cd9,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Twelve promotional drawings dated 2015-11-21 through 2016-02-21 mark game and anime adaptations, Christmas, the 2016 New Year, volume 7, chapter releases, athletic/dance/cafe compositions, and Valentine's Day. Toga's Valentine image combines an overt holiday greeting with a smiling, blushing pose and a knife bearing a dripping substance; black-and-white reproduction alone does not settle that substance. The images include deliberately fanciful costume/body motifs and external announcements.",SUP-UA-207-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0208,208,,OPS/images/08_880719_880264_1_208_001.jpg,920a16ef6b25aae21ead101590b72620a64e3bc9f3750dd624870c13224be890,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_NO_MATERIAL_ADDITION,"A full-page monochrome illustration labelled キャラブック shows Midoriya, Ochako, and Shoto reading books beside a tree in casual clothes. Their relaxed shared location contrasts with action poses, but there is no date, sequence, named book, or dialogue that establishes a narrated leisure event.",,Original illustration fully viewed. Ordinary co-presence is presented visually; it is not promoted into a new canonical friendship episode or a specific character reading preference.,No original illustration date or explicit in-world continuity label is supplied on the page.
UA:s0209,209,,OPS/images/08_880719_880264_1_209_001.jpg,e39bbf2d1ee67dc2d11d5cd9fbbbba658f70bb2ce66f00614adbb7bb2c21f0ab,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Horikoshi's signed THE・キャラブック afterword thanks readers, designers, drawing staff, and past editors Shimazaki, Koike, and Monji. He describes the book as festive, containing occasional first-publication information, notes increased work after the anime decision, and says many things remain to depict. A conditional plan predicts Deku and friends will power up within that year if the conception proceeds as intended; no finished-series outcome is specified.",SUP-UA-209-01,Material information and its source-specific limits recorded in the linked evidence entries.,
