locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties,named_or_identified_subjects,census_note
UAG:s0292,292,294,OPS/images/08_X10000_000062_1_294_001.jpg,1df47e08a177b157963bf049882e71ba2f6d6359d539e5d81554816d230e426a,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Title-page ranks9–17: V15 Fat Gum/Amajiki/Kirishima, V29 Kirishima’s jacket, V18 Mirio/Nighteye seated, V40 All Might/AFO childlike confrontation, V23 Hawks close-up, V36 Big Three casual smiles, V37 Mirko rabbit gesture, V19 stylized mechanical motorcycles, V20 Jiro portrait. Selected responses favor craft, play, ordinary presence, grief and character contrast.",SUP-UAG-292-01,"All readable poll ranks, labels, selected reader comments and pictured compositions visually reviewed at original detail. Reception and artistic arrangement do not add independent behavioral episodes; selectively material framing is retained in the linked records.",,Fat Gum; Amajiki Tamaki; Kirishima Eijiro; Togata Mirio; Sir Nighteye; All Might; All For One; Hawks; Hado Nejire; Mirko; Midoriya Izuku; Bakugo Katsuki; Jiro Kyoka,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0293,293,295,OPS/images/08_X10000_000062_1_295_001.jpg,02b210173fc1131c34a04dfb0e51be5ce140d0e9efffbdc11a3c2d99f72ae3df,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_NO_MATERIAL_ADDITION,"Title-page ranks18–29: V11 Shigaraki menace, V38 Ochako/Asui friendship, V32 urban hero sight, V35 Momo creation romance, V28 Mirko, V24 Twice, V16 Nejire, V21 unusual casual-clothes grouping, V14 Aoyama/Monoma blond pairing, V7 Momo/Iida suits, V25 B-class girls in Santa costumes, V34 a vulnerable young man’s expression. Reader response to V34 says such an expression should not be overlooked in life; it is not a new encounter.",,"All readable poll ranks, labels, selected reader comments and pictured compositions visually reviewed at original detail. Reception and artistic arrangement do not add independent behavioral episodes; selectively material framing is retained in the linked records.",Small figures in the unusual V21/V6 compositions are not all securely identified; no material conclusion depends on those identities.,Shigaraki Tomura; Uraraka Ochako; Asui Tsuyu; Yaoyorozu Momo; Mirko; Twice; Hado Nejire; Aoyama Yuga; Monoma Neito; Iida Tenya; Kendo Itsuka; Shiozaki Ibara; Kodai Yui; Komori Kinoko; Yanagi Reiko; Tokage Setsuna; Tsunotori Pony,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0294,294,296,OPS/images/08_X10000_000062_1_296_001.jpg,32292ccc0c6712f66e6dda0f3c2e6379e23960c585a9ea795a6a7dc218768a76,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,Title-page ranks30–41: V8 Ochako typography; V26 Hawks/Tokoyami; V6 surreal composition; V4 cheerleading girls; V9 Asui wall adhesion; V3 detailed mecha; V5 Momo; V12 Hatsume; V10 Ochako/Toga uniforms; V17 pro-hero daily-life image; V2 tiny Midoriya between girls; V22 Mirko. A separate unranked sidebar shows final V42 Midoriya’s turning/walking title-page image.,SUP-UAG-294-01,"All readable poll ranks, labels, selected reader comments and pictured compositions visually reviewed at original detail. Reception and artistic arrangement do not add independent behavioral episodes; selectively material framing is retained in the linked records.",Small figures in the unusual V21/V6 compositions are not all securely identified; no material conclusion depends on those identities.,Uraraka Ochako; Hawks; Tokoyami Fumikage; Asui Tsuyu; Yaoyorozu Momo; Jiro Kyoka; Ashido Mina; Hagakure Toru; Hatsume Mei; Himiko Toga; Mirko; Midoriya Izuku; Togata Mirio; Amajiki Tamaki; Hado Nejire,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0295,295,,OPS/images/08_X10000_000062_1_297_001.jpg,1f5465854eddb08c5c2185eb53f7c8c701bb91050760bbdf0bb984ca2d6cd545,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_NO_MATERIAL_ADDITION,"Chapter6 EXTRA divider. Reused final-suit Midoriya image and an editorial notice announce Horikoshi answering reader questions and relay conversations with successive editors. The divider certifies the upcoming section’s advertised framing, not any answer or contribution not yet read.",,Original chapter-divider artwork and all meaningful section-announcement text visually read. The divider identifies source form and announced scope; it is not evidence that an unread later contribution has been reviewed.,,Midoriya Izuku,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0296,296,298,OPS/images/08_X10000_000062_1_298_001.jpg,2cdc4488c3b4f90faccbc2134fefe3e57866cec916784266913bce120d0614a9,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Guest Akiyama congratulatory Midoriya montage across childhood, student, exhausted journey and later suited states; All Might figures appear as the child’s toys. Handwritten greatest-hero congratulations belong to the guest. Biography distinguishes former assistant, Saguri-chan, Watashi no Hero Academia and Team-Up Missions credits.",SUP-UAG-296-01,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,Midoriya Izuku; All Might,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0297,297,299,OPS/images/08_X10000_000062_1_299_001.jpg,bea6771fa0f058cb999fa8f913c7f4af840e2adc164422459d3a5eb65df40c8e,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,Betten Court guest drawing places Nighteye holding a stamp before All Might; congratulatory handwriting thanks the series for long involvement. The biography distinguishes Vigilantes art and renewed collaboration with Furuhashi on Spider-Man: Octopus Girl. No new sequential or post-death scene.,SUP-UAG-296-01,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,Sir Nighteye; All Might,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0298,298,300,OPS/images/08_X10000_000062_1_300_001.jpg,7ce64319ef1b9d3242b665109386a85ed5d13799986bc739f7ad1c0d3100ac04,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Furuhashi’s guest essay reads a difficult coexistence of self-realization and self-sacrifice through accumulated emotion and incremental action, praising a process of new value-making; it is his interpretation. Separately Anri Yoshi describes loving characters whose emotional time seems to continue offstage and imagines the undrawn future. Biographies identify their spin-off writing roles.",SUP-UAG-298-01; SUP-UAG-298-02,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,Midoriya Izuku,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0299,299,301,OPS/images/08_X10000_000062_1_301_001.jpg,544b923bb93ef4e97d7e674f98df527ad39caedeadb7e0f49250594ae564be94,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Reader Questions opens, explicitly promising Horikoshi answers to worldwide completion questions. Q01 likes everyone, mostly separates preference from advancement, with Tokoyami exception. Q02 differentiates difficult Midoriya/Bakugo pleasure and freer Mirko action. Q03 favors immediately memorable arm-gun/tape identities even without names. Q04 reports formerly drinking 5–7 Craft Boss bottles daily and now reducing excess; no fictional behavioral claim follows. Existing Midoriya, Bakugo, Mirko, Nagant and Sero artwork illustrates the answers.",SUP-UAG-299-01; SUP-UAG-299-02,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,All Might; Midoriya Izuku; Bakugo Katsuki; Mirko; Tokoyami Fumikage; Lady Nagant; Sero Hanta,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0300,300,302,OPS/images/08_X10000_000062_1_302_001.jpg,365aa0bd5da0cd8cc0d4e2b22d81133758344bd24d9a317367fc3e66e66e49ed,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q05 practice and regarding characters as people after two cancellations. Q06 analyzes his own shonen tastes, especially battered persistence/Goku clothing. Q07 IC110kg manuscript paper (135kg suggested for weaker pressure), scanning analog originals and Photoshop color with limited tool understanding. Q08 V35/Jump cover brief and design teamwork. Q09 readers’ expectations sustained ten years with growing bodily cost, retrospectively enjoyable. Q10 desk/thinking, sleeping or another activity then persistence; Q11 sleep/games on days off; Q12 second-chapter survey results encouraging compared with prior serials. Existing Midoriya/Kota rescue and V35 art are illustrative, not new events.",SUP-UAG-300-01; SUP-UAG-300-02,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,Midoriya Izuku; Goku,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0301,301,303,OPS/images/08_X10000_000062_1_303_001.jpg,10a5c43e15db36b507280e7c4f156880c8d4ae5b450819cf71f53f84b6c73368,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q13 adult Midoriya teaches history/hero history. Q14 armor simulates OFA and expanded/miniaturized Armored All Might/Hercules functions, also assist testing. Q15 Bakugo autograph and true-form respect, with qualified memory motive. Q16 tax ranking entered but not first. Q17 Shoto fan service modeled on Mitoma’s individual gaze/waves/signing. Q18 unchanged straightforward reception, author resists 天然 label. Q19 Ochako confession left to V42 reader imagination. Q20 Iida0.8 vision corrected by helmet. Q21 Asui room plants/moss, label qualified. Q22 Kirishima tells peers after second war and adult media proudly.",SUP-UAG-301-01; SUP-UAG-301-02; SUP-UAG-301-03; SUP-UAG-301-04; SUP-UAG-301-05; SUP-UAG-301-06; SUP-UAG-301-07; SUP-UAG-301-08,"Every meaningful guest message or numbered question/answer and illustrative relation read in the original image. Speaker, production testimony, private fact, guess and explicit non-answer distinguished.",,Midoriya Izuku; All Might; Bakugo Katsuki; Todoroki Shoto; Uraraka Ochako; Iida Tenya; Asui Tsuyu; Kirishima Eijiro,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0302,302,304,OPS/images/08_X10000_000062_1_304_001.jpg,1666ffa0ef03420af46026daaf45d2c6b4a6f1a0237d4ab26d5ece126b590d28,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q23 Momo reportedly drinks Makaibari tea. Q24 Tokoyami/Dark Shadow childhood light/apology/reassurance and an intended fuller flashback. Q25 Mineta spheres not edible; terse answer says one would die, not an observed death. Q26 neighboring Kaminari/Jiro agencies and his late independence. Q27 more active adult Jiro music and occasional Eri lessons. Q28 Sero beard is fashion, from the author’s ethnic-fashion image. Q29 Aoyama surrendered to justice then reenrolled. Q30 Mina horns may grow at varying rates and may be longer in five more years, expressly conjectural. Q31 Shoji girl’s delayed contact/letter, intended interstitial forgotten.",SUP-UAG-302-01; SUP-UAG-302-02; SUP-UAG-302-03; SUP-UAG-302-04,"Every numbered question and complete Horikoshi answer read at original detail, including hedges, jokes, omitted-scene admissions and existing illustration relations. Supplemental testimony is distinguished from executed narrative.",,Yaoyorozu Momo; Tokoyami Fumikage; Dark Shadow; Mineta Minoru; Kaminari Denki; Jiro Kyoka; Eri; Sero Hanta; Aoyama Yuga; Ashido Mina; Shoji Mezo; Girl rescued by Shoji,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0303,303,305,OPS/images/08_X10000_000062_1_305_001.jpg,20fb3c886e76944059e3624192f5a4b94cf9737f5163cb3e30ef1024d3102ff9,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q32 Ojiro tail emotional movement observed by A-class. Q33 Hagakure still cannot toggle; special suit, late recurrence/photo/chart rise after Aoyama sidekick. Q34 Sato recipe-to-original development. Q35 Koda rabbit preference/Mirko intimidation qualified. Q36 Shinso respects Aizawa and hair display had production contingency. Q37 Tetsutetsu name deliberately memorable, hard-name joke. Q38 Monoma approaches Bakugo more after witnessed death/worry. Q39 Kendo did not enter later beauty contests; first year Monoma enrolled her. Q40 Mirio peach comedy popular with children, Nakayama Kinnikun inspiration. Q41 Amajiki’s food curiosity/manifestation pleasure exceeds former apprehension.",SUP-UAG-303-01; SUP-UAG-303-02; SUP-UAG-303-03; SUP-UAG-303-04; SUP-UAG-303-05,"Every numbered question and complete Horikoshi answer read at original detail, including hedges, jokes, omitted-scene admissions and existing illustration relations. Supplemental testimony is distinguished from executed narrative.",,Ojiro Mashirao; Hagakure Toru; Aoyama Yuga; Sato Rikido; Koda Koji; Mirko; Shinso Hitoshi; Aizawa Shota; Tetsutetsu Tetsutetsu; Monoma Neito; Bakugo Katsuki; Kendo Itsuka; Togata Mirio; Amajiki Tamaki,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0304,304,306,OPS/images/08_X10000_000062_1_306_001.jpg,9269cc255fd6f592d228067002a8f3f68ff619b4009ea39fc4301521d652cf24,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q42 Nejire remains extremely popular and unaware, using escalating escape-velocity hyperbole rather than a literal ability. Q43 Hatsume longest no-bath interval two weeks; Horikoshi contrasts his own month with lower perspiration and supposes she would suffer earlier. Q44 prime All Might running Mach10. Q45 Endeavor independently walks with cane. Q46 Hawks likely retains unthrowable plush without displaying/buying merchandise. Q47 Aizawa infrequent practical haircut. Q48 Mirko’s resilience described rhetorically as always breathing ready to die, not a new injury mechanism. Q49 En changed reading and failed smoke/six pun. Q50 Tenko original Quirk base of compounded AFO circular flotation. Q51 Shigaraki games with Spinner, chats with others, poker only perhaps.",SUP-UAG-304-01; SUP-UAG-304-02; SUP-UAG-304-03; SUP-UAG-304-04; SUP-UAG-304-05; SUP-UAG-304-06,"Every numbered question and complete Horikoshi answer read at original detail, including hedges, jokes, omitted-scene admissions and existing illustration relations. Supplemental testimony is distinguished from executed narrative.",,Hado Nejire; Hatsume Mei; All Might; Endeavor; Hawks; Aizawa Shota; Mirko; En; Shigaraki Tomura; All For One; Spinner; League of Villains,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0305,305,307,OPS/images/08_X10000_000062_1_307_001.jpg,57bc4f6c79e82898378dc4d7c709d40301e6473762394fa70fb6d3b5ecb0d567,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q52 AFO self-chosen name/surname from Shigaraki-tanuki rumor; unconscious mother connection expressly not retained in Zen’s memory. Q53 Nabu likes cold zaru soba. Q54 Toga owns uniforms and discards casual clothes for evasion while liking sailor-uniform aesthetics. Q55 all Twice panels enjoyable to draw. Q56 Kurogiri much faster serving Shigaraki’s food/drink than others. Q57 Compress disappearing tricks and insufficient shown magician gestures. Q58 Spinner book contested, heavily criticized with some explanatory appreciation.",SUP-UAG-305-01; SUP-UAG-305-02; SUP-UAG-305-03; SUP-UAG-305-04; SUP-UAG-305-05,"Every numbered question and complete Horikoshi answer read at original detail, including hedges, jokes, omitted-scene admissions and existing illustration relations. Supplemental testimony is distinguished from executed narrative.",,All For One; All For One and Yoichi’s mother; Yoichi Shigaraki; Nabu; Himiko Toga; Twice; Kurogiri; Shigaraki Tomura; Mr. Compress; Spinner,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0306,306,308,OPS/images/08_X10000_000062_1_308_001.jpg,f2a1fb2c0fe88ae3ee080a1c2c3892184bb19779e1bff8e476d27aee2c21cac9,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Q59 League disguised shopping/prepared meals. Q60 Stain organic fish/wild plants and anti-processed-food ideology. Q61 Machia foot size unknown because variable. Q62 Overhaul many clothes/three changes daily deliberately unshown to avoid charm. Q63 GeL founded, loosely Google-like. Q64 Terumoto Koki, Darkness, around9–10, later schooling/U.A./older-brother peer role. Q65 no finalized top50 chart, unseen martial Rodeo in middle. Q66 Eri light-music club and future pictured bandmates. Q67 U.A. anthem probably exists but not devised, maybe create it. Q68 written/interview/three-part practical licensing.",SUP-UAG-306-01; SUP-UAG-306-02; SUP-UAG-306-03; SUP-UAG-306-04; SUP-UAG-306-05; SUP-UAG-306-06; SUP-UAG-306-07,"Original page fully read in Japanese with complete numbered answers or labeled interview turns, including cross-page sentence continuity, uncertainty and reused artwork. Direct contributor testimony distinguished from interviewer framing and executed manga.",,Shigaraki Tomura; Dabi; Mr. Compress; Spinner; League of Villains; Stain; Gigantomachia; Overhaul; Gentle Criminal; La Brava; Terumoto Koki; Old woman who helps Terumoto Koki; Rodeo; Eri; Eri’s school friends; Hero-license candidates,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0307,307,309,OPS/images/08_X10000_000062_1_309_001.jpg,173586de840c5356212ef9ccbbfec07dbf6627166276f0b1e5c7fd0e84c52320,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Overseas-reader Q69–73 appear in English/Japanese with Japanese Horikoshi answers: unexpected character action, last-Jump challenge, Midoriya/Bakugo difficult pleasure, emerging Agate Menou/Fault US successor inspired by Star, and continued teacher Midoriya/facility/school visits/talks. Editorial close thanks139,608 submitted questions; that total is not the number of published answers. Reused student group and Star/Dai/Midoriya pictures remain distinct from new facts.",SUP-UAG-307-01; SUP-UAG-307-02; SUP-UAG-307-03,"Original page fully read in Japanese with complete numbered answers or labeled interview turns, including cross-page sentence continuity, uncertainty and reused artwork. Direct contributor testimony distinguished from interviewer framing and executed manga.",,Midoriya Izuku; Bakugo Katsuki; Star and Stripe; Agate Menou; Dai; All Might; Uraraka Ochako; Todoroki Shoto; Iida Tenya; Asui Tsuyu; Yaoyorozu Momo; Jiro Kyoka; Kaminari Denki; Kirishima Eijiro; Ashido Mina; Mineta Minoru; Tokoyami Fumikage; Shoji Mezo; Ojiro Mashirao; Sero Hanta; Koda Koji; Sato Rikido; Aoyama Yuga; Hagakure Toru; Shinso Hitoshi,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0308,308,310,OPS/images/08_X10000_000062_1_310_001.jpg,9c5d19b04bd516c81b951443d62fb843953651d6f7d45d1ee393d81465b56e90,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"SP relay conversation introduces author Horikoshi and first editor Koike Hitoshi. It begins with one-shot-to-school serialization memories, the author’s explicit uncertainty, stuck production and repeated supportive meetings, the editor’s contrarian account of insisting on drawing, and a year of many opening drafts including alternative Midoriya/Bakugo entry stages. Lower sentence continues onto309; read continuously.",SUP-UAG-308-01; SUP-UAG-308-02,"Original page fully read in Japanese with complete numbered answers or labeled interview turns, including cross-page sentence continuity, uncertainty and reused artwork. Direct contributor testimony distinguished from interviewer framing and executed manga.",,Midoriya Izuku; Bakugo Katsuki; Mt. Lady; Nomu,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0309,309,311,OPS/images/08_X10000_000062_1_311_001.jpg,7e3e9b69619522c56863dbf0e58d6a4e35d6d66721b4011e7fa095f8c88d405d,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Continuation clarifies discarded ordinary-villain Nomu design, reused later under different settings. Early fixed Quirkless rescue climax offers catharsis without victory. Chapter2 preparation was split from chapter3 flashback to manage density. Editor worried about plain beach cleanup; Horikoshi wanted garbage disposal as first hero activity; lettering and physique adjustments and strong early surveys discussed with specific memory hedges. Pull-quotes repeat the prior support discussion.",SUP-UAG-308-02; SUP-UAG-309-01; SUP-UAG-309-02,"Original page fully read in Japanese with complete numbered answers or labeled interview turns, including cross-page sentence continuity, uncertainty and reused artwork. Direct contributor testimony distinguished from interviewer framing and executed manga.",,Midoriya Izuku; Bakugo Katsuki; All Might; Nomu,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0310,310,312,OPS/images/08_X10000_000062_1_312_001.jpg,dd3e88a48e7712c1dfd85fc9ea761b6eb79b7e76af35e29449bcb62bc97ba21e,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,Koike/Horikoshi finish their conversation: Kishimoto’s chapter2 praise; gratitude’s resonance without intentional self-insertion; author’s Midoriya view and editor’s All Might view; Ochako’s helpful entrance; Koike’s personnel-directed exit afterchapter3 and mutual regret/competitive reaction; his final reading appreciates different helping/fighting contributions.,SUP-UAG-310-01; SUP-UAG-310-02,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,Midoriya Izuku; All Might; Bakugo Katsuki; Todoroki Shoto; Iida Tenya; Uraraka Ochako; Present Mic,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0311,311,313,OPS/images/08_X10000_000062_1_313_001.jpg,5aecb3e540d908b15b8412f8f39557cbafb90890fee888105fb276390aebcd13,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Second editor Monji Kengo, chapter4 to just before the culture festival, recalls the difficult handover, growing hit/adaptations and continued author humility/anxiety. Horikoshi relates later determination through Ohtani’s WBC line and treating One Piece as a rival. Honest editorial confidence and repair requests continue onto312. Pull-quotes repeat trust/spirited manga judgments. ",SUP-UAG-311-01,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0312,312,314,OPS/images/08_X10000_000062_1_314_001.jpg,fce69dd15c09c0989f7e79db9e1291f54ede978135fc88b446bbe5f5430750c8,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Monji’s truthful quality feedback earns trust; Shoto Origin exemplifies emotionally charged drawing. Kirishima/Fat Gum versus Rappa/Tengai reference storyboard and spread helped a slump; author/editor differ about relative contribution, later requested anime credit. Momentum produced Mirio/Overhaul pages. Monji reads incomplete final statement/class-funded armor as becoming heroes together.",SUP-UAG-311-01; SUP-UAG-312-01; SUP-UAG-312-02,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,Todoroki Shoto; Kirishima Eijiro; Fat Gum; Rappa Kendo; Tengai Hekiji; Togata Mirio; Overhaul; Midoriya Izuku; Bakugo Katsuki; Class A,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0313,313,315,OPS/images/08_X10000_000062_1_315_001.jpg,0357e1d8e309eafb755bb9bc11666761a4895ed60b9e58ba0db7e774972bd8f0,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Third editor 頼富亮典 covers Aoyama’s unusual-behavior section through mid all-out war. Horikoshi adjusted from older/same-age to younger editor, trying not to rely helplessly. Gentle festival design and tea suggestion from Aibou/Ukyo, added La Brava foil; editor praises transformed outside influences, including Messi childhood/Hawks and Ronaldo earrings; discussion continues314. Top Endeavor pull-quotes anticipate discussion on314, not an independent answer.",SUP-UAG-313-01,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,Aoyama Yuga; Gentle Criminal; La Brava; Hawks; Endeavor,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0314,314,316,OPS/images/08_X10000_000062_1_316_001.jpg,06ab4fef743759cb152bf8084484bf9d2da30ad6969e6989ee5fe1ebe034b802,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Continued absorbed football/comedy influences and sketching while conversing; 顎大和筒隆 sketch/Yamato naming, tentatively remembered unpublished firing-concussion detail and unspecified good employment. Broad scenes joined by weekly bridges, Gran Torino intervention unblocks war danger. Discussion of avoiding deaths, specifically changed Endeavor fate after High-End, living burden and wounds that remain.",SUP-UAG-313-01; SUP-UAG-314-01; SUP-UAG-314-02; SUP-UAG-314-03,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,顎大和筒隆; Midoriya Izuku; Bakugo Katsuki; Shigaraki Tomura; Gran Torino; All Might; Endeavor,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0315,315,317,OPS/images/08_X10000_000062_1_317_001.jpg,e904090f2f123cacebf7077381b4a118d6eeaab734d7d19ed56036d0a2824fd9,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Third editor closes with changed story/one-year estimate extending five; explicitly discarded All Might death/Bakugo revenge/Midoriya intervention idea. Fourth editor Taguchi Hikaru introduced: mid first war through early second final battle, around Endeavor/Hawks beginning AFO combat. They discuss Smash Bros after meetings, an unnamed strong bird character, exhibition B1 art completed/coloring near deadline and films/visitor bonuses; sentence continues316. Top Ochako quote advertises later discussion.",SUP-UAG-315-01,"All labeled dialogue and pull-quotes read in original images with cross-page continuations; contributor memory, proposed alternatives, executed changes and later interpretation remain distinct.",,All Might; Shigaraki Tomura; Bakugo Katsuki; Midoriya Izuku; Endeavor; Hawks; All For One; Uraraka Ochako,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
UAG:s0316,316,318,OPS/images/08_X10000_000062_1_318_001.jpg,9bde35b916d87f835c0926850f7f2c3ad8ce4ed61ba38067fbcfa8846cbaa6bd,VISUAL_ORIGINAL_IMAGE,literary,REVIEWED_MATERIAL,"Taguchi continuation: auxiliary film/exhibition work and rewarding collaborators; postwar casualty selection including Midnight/Majestic and limits on portrayal; Ochako’s public plea drafted a month early, destination-driven composition and strong surveys; difficult hospital Todoroki-family narrative and sustained nonforgiveness discussion, Best Jeanist relief; final wound-bearing resolution and debate over Shigaraki’s fleeting image. Bottom pull-quotes preview final-editor gathering.",SUP-UAG-316-01; SUP-UAG-316-02; SUP-UAG-316-03,"All labeled dialogue and displayed panels read from original images, including alternative plans, precise hedges, punctuation and speaker-specific interpretation. Reported external advice is not certified beyond its stated conditional production role.",,Midnight; Majestic; Uraraka Ochako; Midoriya Izuku; Endeavor; Best Jeanist; Todoroki family; Shigaraki Tomura,Explicitly named or visually identifiable diegetic subjects noted during original-image review; collective labels do not enumerate unshown members. Real contributors and organizations are excluded from individual counts.
